signal_date,execution_date,holdings,exposure,regime_exposure,rebalance_reason
2007-11-13,2007-11-14,,1.0,1.0,hold
2007-11-20,2007-11-21,,1.0,1.0,hold
2007-11-27,2007-11-28,,1.0,1.0,hold
2007-12-04,2007-12-05,,1.0,1.0,hold
2007-12-11,2007-12-12,,1.0,1.0,hold
2007-12-18,2007-12-19,,1.0,1.0,hold
2007-12-25,2007-12-26,,1.0,1.0,hold
2008-01-03,2008-01-04,,1.0,1.0,hold
2008-01-10,2008-01-11,,1.0,1.0,hold
2008-01-17,2008-01-18,,1.0,1.0,hold
2008-01-24,2008-01-25,,1.0,1.0,hold
2008-01-31,2008-02-01,,1.0,1.0,hold
2008-02-14,2008-02-15,,1.0,1.0,hold
2008-02-21,2008-02-22,,1.0,1.0,hold
2008-02-28,2008-02-29,,1.0,1.0,hold
2008-03-06,2008-03-07,,1.0,1.0,hold
2008-03-13,2008-03-14,,1.0,1.0,hold
2008-03-20,2008-03-21,,1.0,1.0,hold
2008-03-27,2008-03-28,,1.0,1.0,hold
2008-04-03,2008-04-07,,1.0,1.0,hold
2008-04-11,2008-04-14,,1.0,1.0,hold
2008-04-18,2008-04-21,,1.0,1.0,hold
2008-04-25,2008-04-28,,1.0,1.0,hold
2008-05-06,2008-05-07,,1.0,1.0,hold
2008-05-13,2008-05-14,,1.0,1.0,hold
2008-05-20,2008-05-21,,1.0,1.0,hold
2008-05-27,2008-05-28,,1.0,1.0,hold
2008-06-03,2008-06-04,,1.0,1.0,hold
2008-06-11,2008-06-12,,1.0,1.0,hold
2008-06-18,2008-06-19,,1.0,1.0,hold
2008-06-25,2008-06-26,,1.0,1.0,hold
2008-07-02,2008-07-03,,1.0,1.0,hold
2008-07-09,2008-07-10,,1.0,1.0,hold
2008-07-16,2008-07-17,,1.0,1.0,hold
2008-07-23,2008-07-24,,1.0,1.0,hold
2008-07-30,2008-07-31,,1.0,1.0,hold
2008-08-06,2008-08-07,,1.0,1.0,hold
2008-08-13,2008-08-14,,1.0,1.0,hold
2008-08-20,2008-08-21,,1.0,1.0,hold
2008-08-27,2008-08-28,,1.0,1.0,hold
2008-09-03,2008-09-04,,1.0,1.0,hold
2008-09-10,2008-09-11,,1.0,1.0,hold
2008-09-18,2008-09-19,,1.0,1.0,hold
2008-09-25,2008-09-26,,1.0,1.0,hold
2008-10-09,2008-10-10,,1.0,1.0,hold
2008-10-16,2008-10-17,,1.0,1.0,hold
2008-10-23,2008-10-24,,1.0,1.0,hold
2008-10-30,2008-10-31,,1.0,1.0,hold
2008-11-06,2008-11-07,,1.0,1.0,hold
2008-11-13,2008-11-14,,1.0,1.0,hold
2008-11-20,2008-11-21,,1.0,1.0,hold
2008-11-27,2008-11-28,,1.0,1.0,hold
2008-12-04,2008-12-05,,1.0,1.0,hold
2008-12-11,2008-12-12,,1.0,1.0,hold
2008-12-18,2008-12-19,,1.0,1.0,hold
2008-12-25,2008-12-26,,1.0,1.0,hold
2009-01-05,2009-01-06,,1.0,1.0,hold
2009-01-12,2009-01-13,,1.0,1.0,hold
2009-01-19,2009-01-20,,1.0,1.0,hold
2009-02-02,2009-02-03,,1.0,1.0,hold
2009-02-09,2009-02-10,,1.0,1.0,hold
2009-02-16,2009-02-17,,1.0,1.0,hold
2009-02-23,2009-02-24,,1.0,1.0,hold
2009-03-02,2009-03-03,,1.0,1.0,hold
2009-03-09,2009-03-10,,1.0,1.0,hold
2009-03-16,2009-03-17,,1.0,1.0,hold
2009-03-23,2009-03-24,,1.0,1.0,hold
2009-03-30,2009-03-31,,1.0,1.0,hold
2009-04-07,2009-04-08,,1.0,1.0,hold
2009-04-14,2009-04-15,,1.0,1.0,hold
2009-04-21,2009-04-22,,1.0,1.0,hold
2009-04-28,2009-04-29,,1.0,1.0,hold
2009-05-06,2009-05-07,,1.0,1.0,hold
2009-05-13,2009-05-14,,1.0,1.0,hold
2009-05-20,2009-05-21,,1.0,1.0,hold
2009-05-27,2009-06-01,,1.0,1.0,hold
2009-06-05,2009-06-08,,1.0,1.0,hold
2009-06-12,2009-06-15,,1.0,1.0,hold
2009-06-19,2009-06-22,,1.0,1.0,hold
2009-06-26,2009-06-29,,1.0,1.0,hold
2009-07-03,2009-07-06,,1.0,1.0,hold
2009-07-10,2009-07-13,,1.0,1.0,hold
2009-07-17,2009-07-20,,1.0,1.0,hold
2009-07-24,2009-07-27,,1.0,1.0,hold
2009-07-31,2009-08-03,,1.0,1.0,hold
2009-08-07,2009-08-10,,1.0,1.0,hold
2009-08-14,2009-08-17,,1.0,1.0,hold
2009-08-21,2009-08-24,,1.0,1.0,hold
2009-08-28,2009-08-31,,1.0,1.0,hold
2009-09-04,2009-09-07,,1.0,1.0,hold
2009-09-11,2009-09-14,,1.0,1.0,hold
2009-09-18,2009-09-21,,1.0,1.0,hold
2009-09-25,2009-09-28,,1.0,1.0,hold
2009-10-12,2009-10-13,,1.0,1.0,hold
2009-10-19,2009-10-20,,1.0,1.0,hold
2009-10-26,2009-10-27,,1.0,1.0,hold
2009-11-02,2009-11-03,,1.0,1.0,hold
2009-11-09,2009-11-10,,1.0,1.0,hold
2009-11-16,2009-11-17,,1.0,1.0,hold
2009-11-23,2009-11-24,,1.0,1.0,hold
2009-11-30,2009-12-01,,1.0,1.0,hold
2009-12-07,2009-12-08,,1.0,1.0,hold
2009-12-14,2009-12-15,,1.0,1.0,hold
2009-12-21,2009-12-22,,1.0,1.0,hold
2009-12-28,2009-12-29,,1.0,1.0,hold
2010-01-05,2010-01-06,,1.0,1.0,hold
2010-01-12,2010-01-13,,1.0,1.0,hold
2010-01-19,2010-01-20,,1.0,1.0,hold
2010-01-26,2010-01-27,,1.0,1.0,hold
2010-02-02,2010-02-03,,1.0,1.0,hold
2010-02-09,2010-02-10,,1.0,1.0,hold
2010-02-23,2010-02-24,,1.0,1.0,hold
2010-03-02,2010-03-03,,1.0,1.0,hold
2010-03-09,2010-03-10,,1.0,1.0,hold
2010-03-16,2010-03-17,,1.0,1.0,hold
2010-03-23,2010-03-24,,1.0,1.0,hold
2010-03-30,2010-03-31,,1.0,1.0,hold
2010-04-07,2010-04-08,,1.0,1.0,hold
2010-04-14,2010-04-15,,1.0,1.0,hold
2010-04-21,2010-04-22,,1.0,1.0,hold
2010-04-28,2010-04-29,,1.0,1.0,hold
2010-05-06,2010-05-07,,1.0,1.0,hold
2010-05-13,2010-05-14,,1.0,1.0,hold
2010-05-20,2010-05-21,,1.0,1.0,hold
2010-05-27,2010-05-28,,1.0,1.0,hold
2010-06-03,2010-06-04,,1.0,1.0,hold
2010-06-10,2010-06-11,,1.0,1.0,hold
2010-06-22,2010-06-23,,1.0,1.0,hold
2010-06-29,2010-06-30,,1.0,1.0,hold
2010-07-06,2010-07-07,,1.0,1.0,hold
2010-07-13,2010-07-14,,1.0,1.0,hold
2010-07-20,2010-07-21,,1.0,1.0,hold
2010-07-27,2010-07-28,,1.0,1.0,hold
2010-08-03,2010-08-04,,1.0,1.0,hold
2010-08-10,2010-08-11,,1.0,1.0,hold
2010-08-17,2010-08-18,,1.0,1.0,hold
2010-08-24,2010-08-25,,1.0,1.0,hold
2010-08-31,2010-09-01,,1.0,1.0,hold
2010-09-07,2010-09-08,,1.0,1.0,hold
2010-09-14,2010-09-15,,1.0,1.0,hold
2010-09-21,2010-09-27,,1.0,1.0,hold
2010-10-08,2010-10-11,,1.0,1.0,hold
2010-10-15,2010-10-18,,1.0,1.0,hold
2010-10-22,2010-10-25,,1.0,1.0,hold
2010-10-29,2010-11-01,,1.0,1.0,hold
2010-11-05,2010-11-08,,1.0,1.0,hold
2010-11-12,2010-11-15,,1.0,1.0,hold
2010-11-19,2010-11-22,,1.0,1.0,hold
2010-11-26,2010-11-29,,1.0,1.0,hold
2010-12-03,2010-12-06,,1.0,1.0,hold
2010-12-10,2010-12-13,,1.0,1.0,hold
2010-12-17,2010-12-20,,1.0,1.0,hold
2010-12-24,2010-12-27,,1.0,1.0,hold
2010-12-31,2011-01-04,,1.0,1.0,hold
2011-01-10,2011-01-11,,1.0,1.0,hold
2011-01-17,2011-01-18,,1.0,1.0,hold
2011-01-24,2011-01-25,,1.0,1.0,hold
2011-01-31,2011-02-01,,1.0,1.0,hold
2011-02-14,2011-02-15,,1.0,1.0,hold
2011-02-21,2011-02-22,,1.0,1.0,hold
2011-02-28,2011-03-01,,1.0,1.0,hold
2011-03-07,2011-03-08,,1.0,1.0,hold
2011-03-14,2011-03-15,,1.0,1.0,hold
2011-03-21,2011-03-22,,1.0,1.0,hold
2011-03-28,2011-03-29,,1.0,1.0,hold
2011-04-06,2011-04-07,,1.0,1.0,hold
2011-04-13,2011-04-14,,1.0,1.0,hold
2011-04-20,2011-04-21,,1.0,1.0,hold
2011-04-27,2011-04-28,,1.0,1.0,hold
2011-05-05,2011-05-06,,1.0,1.0,hold
2011-05-12,2011-05-13,,1.0,1.0,hold
2011-05-19,2011-05-20,,1.0,1.0,hold
2011-05-26,2011-05-27,,1.0,1.0,hold
2011-06-02,2011-06-03,,1.0,1.0,hold
2011-06-10,2011-06-13,,1.0,1.0,hold
2011-06-17,2011-06-20,,1.0,1.0,hold
2011-06-24,2011-06-27,,1.0,1.0,hold
2011-07-01,2011-07-04,,1.0,1.0,hold
2011-07-08,2011-07-11,,1.0,1.0,hold
2011-07-15,2011-07-18,,1.0,1.0,hold
2011-07-22,2011-07-25,,1.0,1.0,hold
2011-07-29,2011-08-01,,1.0,1.0,hold
2011-08-05,2011-08-08,,1.0,1.0,hold
2011-08-12,2011-08-15,,1.0,1.0,hold
2011-08-19,2011-08-22,,1.0,1.0,hold
2011-08-26,2011-08-29,,1.0,1.0,hold
2011-09-02,2011-09-05,,1.0,1.0,hold
2011-09-09,2011-09-13,,1.0,1.0,hold
2011-09-19,2011-09-20,,1.0,1.0,hold
2011-09-26,2011-09-27,,1.0,1.0,hold
2011-10-10,2011-10-11,,1.0,1.0,hold
2011-10-17,2011-10-18,,1.0,1.0,hold
2011-10-24,2011-10-25,,1.0,1.0,hold
2011-10-31,2011-11-01,,1.0,1.0,hold
2011-11-07,2011-11-08,,1.0,1.0,hold
2011-11-14,2011-11-15,,1.0,1.0,hold
2011-11-21,2011-11-22,,1.0,1.0,hold
2011-11-28,2011-11-29,,1.0,1.0,hold
2011-12-05,2011-12-06,,1.0,1.0,hold
2011-12-12,2011-12-13,,1.0,1.0,hold
2011-12-19,2011-12-20,,1.0,1.0,hold
2011-12-26,2011-12-27,,1.0,1.0,hold
2012-01-04,2012-01-05,,1.0,1.0,hold
2012-01-11,2012-01-12,510050,1.0,1.0,initial_buy
2012-01-18,2012-01-19,510050,1.0,1.0,hold
2012-02-01,2012-02-02,510050,1.0,1.0,hold
2012-02-08,2012-02-09,510050,1.0,1.0,hold
2012-02-15,2012-02-16,510050,1.0,1.0,hold
2012-02-22,2012-02-23,510050,1.0,1.0,hold
2012-02-29,2012-03-01,510050,1.0,1.0,hold
2012-03-07,2012-03-08,510050,1.0,1.0,hold
2012-03-14,2012-03-15,510050,1.0,1.0,hold
2012-03-21,2012-03-22,510050,1.0,1.0,hold
2012-03-28,2012-03-29,510050,1.0,1.0,hold
2012-04-09,2012-04-10,510050,1.0,1.0,hold
2012-04-16,2012-04-17,510050,1.0,1.0,hold
2012-04-23,2012-04-24,510050,1.0,1.0,hold
2012-05-02,2012-05-03,510050,1.0,1.0,hold
2012-05-09,2012-05-10,510050,1.0,1.0,hold
2012-05-16,2012-05-17,510050,1.0,1.0,hold
2012-05-23,2012-05-24,510050,1.0,1.0,hold
2012-05-30,2012-05-31,510050,1.0,1.0,hold
2012-06-06,2012-06-07,510050,1.0,1.0,hold
2012-06-13,2012-06-14,510050,1.0,1.0,hold
2012-06-20,2012-06-21,510050,1.0,1.0,hold
2012-06-28,2012-06-29,510050,1.0,1.0,hold
2012-07-05,2012-07-06,510050,1.0,1.0,hold
2012-07-12,2012-07-13,510050,1.0,1.0,hold
2012-07-19,2012-07-20,510050,1.0,1.0,hold
2012-07-26,2012-07-27,510050,1.0,1.0,hold
2012-08-02,2012-08-03,510050,1.0,1.0,hold
2012-08-09,2012-08-10,510050,1.0,1.0,hold
2012-08-16,2012-08-17,510050,1.0,1.0,hold
2012-08-23,2012-08-24,510050,1.0,1.0,hold
2012-08-30,2012-08-31,510050,1.0,1.0,hold
2012-09-06,2012-09-07,510050,1.0,1.0,hold
2012-09-13,2012-09-14,510050,1.0,1.0,hold
2012-09-20,2012-09-21,510050,1.0,1.0,hold
2012-09-27,2012-09-28,510050,1.0,1.0,hold
2012-10-11,2012-10-12,510050,1.0,1.0,hold
2012-10-18,2012-10-19,510050,1.0,1.0,hold
2012-10-25,2012-10-26,510050,1.0,1.0,hold
2012-11-01,2012-11-02,510050,1.0,1.0,hold
2012-11-08,2012-11-09,510050,1.0,1.0,hold
2012-11-15,2012-11-16,510050,1.0,1.0,hold
2012-11-22,2012-11-23,510050,1.0,1.0,hold
2012-11-29,2012-11-30,510050,1.0,1.0,hold
2012-12-06,2012-12-07,510050,1.0,1.0,hold
2012-12-13,2012-12-14,510050,1.0,1.0,hold
2012-12-20,2012-12-21,510050,1.0,1.0,hold
2012-12-27,2012-12-28,510050|159915,1.0,1.0,replace
2013-01-08,2013-01-09,159915|510050,1.0,1.0,hold
2013-01-15,2013-01-16,159915|510050,1.0,1.0,hold
2013-01-22,2013-01-23,159915|510050,1.0,1.0,hold
2013-01-29,2013-01-30,159915|510050,1.0,1.0,hold
2013-02-05,2013-02-06,510050|159915,1.0,1.0,hold
2013-02-19,2013-02-20,159915|510050,1.0,1.0,hold
2013-02-26,2013-02-27,159915|510050,1.0,1.0,hold
2013-03-05,2013-03-06,159915|510050,1.0,1.0,hold
2013-03-12,2013-03-13,159915|510050,1.0,1.0,hold
2013-03-19,2013-03-20,159915|510050,1.0,1.0,hold
2013-03-26,2013-03-27,159915|510050,1.0,1.0,hold
2013-04-02,2013-04-03,159915|510050,1.0,1.0,hold
2013-04-11,2013-04-12,159915|510050,1.0,1.0,hold
2013-04-18,2013-04-19,159915|510050,1.0,1.0,hold
2013-04-25,2013-04-26,159915|510050,1.0,1.0,hold
2013-05-07,2013-05-08,159915|510050,1.0,1.0,hold
2013-05-14,2013-05-15,159915|510050,1.0,1.0,hold
2013-05-21,2013-05-22,159915|510050,1.0,1.0,hold
2013-05-28,2013-05-29,159915|510050,1.0,1.0,hold
2013-06-04,2013-06-05,159915|510050,1.0,1.0,hold
2013-06-14,2013-06-17,159915|510300,1.0,1.0,replace|replace
2013-06-21,2013-06-24,159915|510300,1.0,1.0,hold
2013-06-28,2013-07-01,159915|510050,1.0,1.0,replace|replace
2013-07-05,2013-07-08,159915|510300,1.0,1.0,replace|replace
2013-07-12,2013-07-15,159915|510300,1.0,1.0,hold
2013-07-19,2013-07-22,159915|510300,1.0,1.0,hold
2013-07-26,2013-07-29,159915|510300,1.0,1.0,hold
2013-08-02,2013-08-05,159915|510300,1.0,1.0,hold
2013-08-09,2013-08-12,159915|510300,1.0,1.0,hold
2013-08-16,2013-08-19,510300|510050,1.0,1.0,replace|replace
2013-08-23,2013-08-26,159915|510300,1.0,1.0,replace|replace
2013-08-30,2013-09-02,510050|510300,1.0,1.0,replace|replace
2013-09-06,2013-09-09,159915|510050,1.0,1.0,replace|replace
2013-09-13,2013-09-16,159915|510050,1.0,1.0,hold
2013-09-24,2013-09-25,159915|510050,1.0,1.0,hold
2013-10-08,2013-10-09,159915|510300,1.0,1.0,replace|replace
2013-10-15,2013-10-16,159915|510300,1.0,1.0,hold
2013-10-22,2013-10-23,159915|510300,1.0,1.0,hold
2013-10-29,2013-10-30,510050|510300,1.0,1.0,replace|replace
2013-11-05,2013-11-06,510050|510300,1.0,1.0,hold
2013-11-12,2013-11-13,510050|510300,1.0,1.0,hold
2013-11-19,2013-11-20,510300|510050,1.0,1.0,hold
2013-11-26,2013-11-27,159915|510300,1.0,1.0,replace|replace
2013-12-03,2013-12-04,510300|510050,1.0,1.0,replace|replace
2013-12-10,2013-12-11,510300|510050,1.0,1.0,hold
2013-12-17,2013-12-18,510300|159915,1.0,1.0,replace|replace
2013-12-24,2013-12-25,159915|510300,1.0,1.0,hold
2013-12-31,2014-01-02,159915|510300,1.0,1.0,hold
2014-01-08,2014-01-09,159915|510300,1.0,1.0,hold
2014-01-15,2014-01-16,159915|510300,1.0,1.0,hold
2014-01-22,2014-01-23,159915|510050,1.0,1.0,replace|replace
2014-01-29,2014-01-30,159915|510050,1.0,1.0,hold
2014-02-12,2014-02-13,159915|510050,1.0,1.0,hold
2014-02-19,2014-02-20,159915|510050,1.0,1.0,hold
2014-02-26,2014-02-27,159915|510300,1.0,1.0,replace|replace
2014-03-05,2014-03-06,159915|510300,1.0,1.0,hold
2014-03-12,2014-03-13,510050|510300,1.0,1.0,replace|replace
2014-03-19,2014-03-20,159915|510050,1.0,1.0,replace|replace
2014-03-26,2014-03-27,510050|510300,1.0,1.0,replace|replace
2014-04-02,2014-04-03,510050|510300,1.0,1.0,hold
2014-04-10,2014-04-11,510050|510300,1.0,1.0,hold
2014-04-17,2014-04-18,510050|510300,1.0,1.0,hold
2014-04-24,2014-04-25,510050|510300,1.0,1.0,hold
2014-05-05,2014-05-06,511010|510050,1.0,1.0,replace|replace
2014-05-12,2014-05-13,511010|510050,1.0,1.0,hold
2014-05-19,2014-05-20,511010|510050,1.0,1.0,hold
2014-05-26,2014-05-27,511010|159915,1.0,1.0,replace|replace
2014-06-03,2014-06-04,511010|159915,1.0,1.0,hold
2014-06-10,2014-06-11,159915|510500,1.0,1.0,replace|replace
2014-06-17,2014-06-18,159915|510500,1.0,1.0,hold
2014-06-24,2014-06-25,159915|511010,1.0,1.0,replace|replace
2014-07-01,2014-07-02,159915|510500,1.0,1.0,replace|replace
2014-07-08,2014-07-09,510500|159915,1.0,1.0,hold
2014-07-15,2014-07-16,510500|510300,1.0,1.0,replace|replace
2014-07-22,2014-07-23,510500|510300,1.0,1.0,hold
2014-07-29,2014-07-30,510050|510300,1.0,1.0,replace|replace
2014-08-05,2014-08-06,510050|510300,1.0,1.0,hold
2014-08-12,2014-08-13,510050|510300,1.0,1.0,hold
2014-08-19,2014-08-20,510500|510300,1.0,1.0,replace|replace
2014-08-26,2014-08-27,159915|510500,1.0,1.0,replace|replace
2014-09-02,2014-09-03,159915|510500,1.0,1.0,hold
2014-09-10,2014-09-11,159915|510500,1.0,1.0,hold
2014-09-17,2014-09-18,510500|159915,1.0,1.0,hold
2014-09-24,2014-09-25,510500|159915,1.0,1.0,hold
2014-10-08,2014-10-09,510500|159915,1.0,1.0,hold
2014-10-15,2014-10-16,510500|159915,1.0,1.0,hold
2014-10-22,2014-10-23,510500|511010,1.0,1.0,replace|replace
2014-10-29,2014-10-30,510500|511010,1.0,1.0,hold
2014-11-05,2014-11-06,511010|510300,1.0,1.0,replace|replace
2014-11-12,2014-11-13,510050|510300,1.0,1.0,replace|replace
2014-11-19,2014-11-20,510300|510500,1.0,1.0,replace|replace
2014-11-26,2014-11-27,510300|510050,1.0,1.0,replace|replace
2014-12-03,2014-12-04,510050|510300,1.0,1.0,hold
2014-12-10,2014-12-11,510050|510300,1.0,1.0,hold
2014-12-17,2014-12-18,510050|510300,1.0,1.0,hold
2014-12-24,2014-12-25,510050|510300,1.0,1.0,hold
2014-12-31,2015-01-05,510050|510300,1.0,1.0,hold
2015-01-09,2015-01-12,510050|510300,1.0,1.0,hold
2015-01-16,2015-01-19,510050|510300,1.0,1.0,hold
2015-01-23,2015-01-26,510050|159915,1.0,1.0,replace|replace
2015-01-30,2015-02-02,159915|510500,1.0,1.0,replace|replace
2015-02-06,2015-02-09,159915|518880,1.0,1.0,replace|replace
2015-02-13,2015-02-16,159915|510500,1.0,1.0,replace|replace
2015-02-27,2015-03-02,159915|510500,1.0,1.0,hold
2015-03-06,2015-03-09,159915|510500,1.0,1.0,hold
2015-03-13,2015-03-16,159915|510500,1.0,1.0,hold
2015-03-20,2015-03-23,159915|510500,1.0,1.0,hold
2015-03-27,2015-03-30,159915|510500,1.0,1.0,hold
2015-04-03,2015-04-07,159915|510500,1.0,1.0,hold
2015-04-13,2015-04-14,159915|510300,1.0,1.0,replace
2015-04-20,2015-04-21,510500|510050,1.0,1.0,replace|replace|replace|replace
2015-04-27,2015-04-28,510500|510050,1.0,1.0,hold
2015-05-05,2015-05-06,510500|159915,1.0,1.0,replace|replace
2015-05-12,2015-05-13,510500|159915,1.0,1.0,hold
2015-05-19,2015-05-20,159915|510500,1.0,1.0,hold
2015-05-26,2015-05-27,159915|510500,1.0,1.0,hold
2015-06-02,2015-06-03,159915|510500,1.0,1.0,hold
2015-06-09,2015-06-10,510500|159928,1.0,1.0,replace|replace
2015-06-16,2015-06-17,510500|159928,1.0,1.0,hold
2015-06-24,2015-06-25,511010|159928,1.0,1.0,replace|replace
2015-07-01,2015-07-02,511010|518880,1.0,1.0,replace|replace
2015-07-08,2015-07-09,511010|518880,1.0,1.0,hold
2015-07-15,2015-07-16,511010|518880,1.0,1.0,hold
2015-07-22,2015-07-23,511010|518880,1.0,1.0,hold
2015-07-29,2015-07-30,511010|159915,1.0,1.0,replace|replace
2015-08-05,2015-08-06,510500|159915,1.0,1.0,replace|replace
2015-08-12,2015-08-13,510500|159928,1.0,1.0,replace|replace
2015-08-19,2015-08-20,518880|510500,1.0,1.0,replace|replace
2015-08-26,2015-08-27,518880|511010,1.0,1.0,replace|replace
2015-09-02,2015-09-07,518880|511010,1.0,1.0,hold
2015-09-11,2015-09-14,511010|518880,1.0,1.0,hold
2015-09-18,2015-09-21,511010|518880,1.0,1.0,hold
2015-09-25,2015-09-28,510050|159915,1.0,1.0,replace|replace|replace|replace
2015-10-09,2015-10-12,159915|510500,1.0,1.0,replace|replace
2015-10-16,2015-10-19,159915|510500,1.0,1.0,hold
2015-10-23,2015-10-26,159915|510500,1.0,1.0,hold
2015-10-30,2015-11-02,159915|510500,1.0,1.0,hold
2015-11-06,2015-11-09,159915|510500,1.0,1.0,hold
2015-11-13,2015-11-16,159915|510500,1.0,1.0,hold
2015-11-20,2015-11-23,510500|159915,1.0,1.0,hold
2015-11-27,2015-11-30,159915|510500,1.0,1.0,hold
2015-12-04,2015-12-07,159928|511010,1.0,1.0,replace|replace|replace|replace
2015-12-11,2015-12-14,511010|518880,1.0,1.0,replace|replace
2015-12-18,2015-12-21,159928|511010,1.0,1.0,replace|replace
2015-12-25,2015-12-28,159928|510300,1.0,1.0,replace|replace
2016-01-04,2016-01-05,518880|159928,1.0,1.0,replace|replace
2016-01-11,2016-01-12,518880|511010,1.0,1.0,replace|replace
2016-01-18,2016-01-19,518880|511010,1.0,1.0,hold
2016-01-25,2016-01-26,518880|511010,1.0,1.0,hold
2016-02-01,2016-02-02,518880|511010,1.0,1.0,hold
2016-02-15,2016-02-16,518880|159915,1.0,1.0,replace|replace
2016-02-22,2016-02-23,518880|159915,1.0,1.0,hold
2016-02-29,2016-03-01,518880|511010,1.0,1.0,replace|replace
2016-03-07,2016-03-08,518880|510050,1.0,1.0,replace|replace
2016-03-14,2016-03-15,510050|159928,1.0,1.0,replace|replace
2016-03-21,2016-03-22,510050|510300,1.0,1.0,replace|replace
2016-03-28,2016-03-29,159915|510500,1.0,1.0,replace|replace|replace|replace
2016-04-05,2016-04-06,159915|510500,1.0,1.0,hold
2016-04-12,2016-04-13,159915|510500,1.0,1.0,hold
2016-04-19,2016-04-20,510500|159915,1.0,1.0,hold
